,User,Time,Tweet,Location,Verified,Tweet_Source,Followers,Retweet_Count,Tweet ID,Sentiment,Insight
5387,_Pxrple__,2022-07-11 07:58:13+00:00," “It’s plenty” off LoveDamini album is now the number 1 song in Nigeria  

- it becomes the 4th number 1 song from th…",🛸,False,Twitter for Android,516,43,1546403472458792960,2,Positive
5388,Dweirdkid,2022-07-11 07:58:11+00:00," *LOVEDAMINI *

Hey gee,

As LOVEDAMINI don show like this,
If we were to interview Burna Boy about this album, how will y…",Atlanta,False,Twitter for Android,2259,58,1546403466188308483,1,Neutral
5389,serdyqjr,2022-07-11 07:58:11+00:00," *LOVEDAMINI *

Hey gee,

As LOVEDAMINI don show like this,
If we were to interview Burna Boy about this album, how will y…",,False,Twitter for Android,7653,58,1546403466158948353,1,Neutral
5390,CreativeOliverX,2022-07-11 07:58:11+00:00," *LOVEDAMINI *

Hey gee,

As LOVEDAMINI don show like this,
If we were to interview Burna Boy about this album, how will y…",On the throne,False,Twitter for iPhone,3990,58,1546403464950988801,1,Neutral
5391,spiceongod,2022-07-11 07:58:10+00:00," *LOVEDAMINI *

Hey gee,

As LOVEDAMINI don show like this,
If we were to interview Burna Boy about this album, how will y…",Italy,False,Twitter for iPhone,4087,58,1546403461281075200,1,Neutral
5392,leon__scarlet,2022-07-11 07:58:10+00:00," *LOVEDAMINI *

Hey gee,

As LOVEDAMINI don show like this,
If we were to interview Burna Boy about this album, how will y…",,False,Twitter for iPhone,1261,58,1546403459024297984,1,Neutral
5393,bahd_mohs,2022-07-11 07:58:08+00:00,"  South Africa official streaming chart 

2 - Last Last (new peak) 

LoveDamini BurnaBoy ",outside,False,Twitter for Android,510,13,1546403454142259200,1,Neutral
5394,heiscompton,2022-07-11 07:58:08+00:00," *LOVEDAMINI *

Hey gee,

As LOVEDAMINI don show like this,
If we were to interview Burna Boy about this album, how will y…",,False,Twitter for iPhone,4069,58,1546403453919952897,1,Neutral
5395,Bertino_tchesko,2022-07-11 07:58:06+00:00," Very soon, y’all will feel what I’m feeling in this song

LOVEDAMINI ","Littoral, Cameroon",False,Twitter for iPhone,1043,80,1546403444990296065,2,Positive
5396,ayo_olah,2022-07-11 07:58:06+00:00," *LOVEDAMINI *

Hey gee,

As LOVEDAMINI don show like this,
If we were to interview Burna Boy about this album, how will y…","Lagos, Nigeria",False,Twitter for iPhone,35523,58,1546403444512129024,1,Neutral
5397,whifklif_fzn,2022-07-11 07:58:00+00:00,_fzn outsiders I'm havin' faith  and jhus go see this abeg uuu fit help me tag em CLOAKANDDAGGER LOVEDAMINI htt…,spaceship👨🏾‍🚀,False,Twitter for Android,1242,26,1546403418536812546,2,Positive
5398,Peter_David2,2022-07-11 07:57:57+00:00,"__leyin Burna Boy - Common Person off LOVEDAMINI 

my favorite track on the album FOR NOW. ","Lekki, Nigeria",False,Twitter for iPhone,314,52,1546403406503346176,2,Positive
5399,Wheezo2,2022-07-11 07:57:55+00:00," Best Picture on the Internet. 

LOVEDAMINI ",,False,Twitter for Android,124,124,1546403399687704578,2,Positive
5400,ogbeniimayor,2022-07-11 07:57:54+00:00,"This is fun lol
The last guy couldnt sing the wizkid part in one dance...

 LOVEDAMINI
Wimbledon Shola  Burna  K… ",,False,Twitter for Android,2997,29,1546403394461515777,2,Positive
5401,BigKamal_,2022-07-11 07:57:47+00:00," “It’s Plenty” now No.1 on Apple Music NG 

A typical Nigerian jam  LOVEDAMINI ",OUTSIDE,False,Twitter Web App,718,13,1546403365516726272,2,Positive
5402,jorhnny204,2022-07-11 07:57:46+00:00," burnaboy’s  LOVEDAMINI has now produced 4 number 1 songs on Nigeria Apple Music chart.

The songs include 

Kilometr…",OUTSIDE,False,Twitter for Android,1150,31,1546403360017981440,2,Positive
5403,BrunhildeOwagbo,2022-07-11 07:57:42+00:00,"_Avas Burna boy took his time to combine the originality, the intensity, and the Afrobeat vibes used in making Outside, Redemption, T…",England ,False,Twitter for iPhone,2187,21,1546403345400844288,1,Neutral
5404,DeeDeeCaboom,2022-07-11 07:57:42+00:00," Yep!!! TheNorteShow tonight from 7pm GMT on  is a special one!! Second hour, I’ll be getting into the whole …",Outside,False,Twitter for Android,260,221,1546403341789437952,2,Positive
5405,nsikaktom001,2022-07-11 07:57:41+00:00,"__Ade  That will save the masses against vawulence 
LOVEDAMINI go listen and start preaching love.",,False,Twitter for Android,79,0,1546403339470254080,2,Positive
5406,Ilori33492994,2022-07-11 07:57:38+00:00,"__leyin Burna Boy - Common Person off LOVEDAMINI 

my favorite track on the album FOR NOW. ",Nigeria,False,Twitter for Android,756,52,1546403325662330881,2,Positive
5407,dongaddafi,2022-07-11 07:57:37+00:00," Well, LOVEDAMINI    ","Accra, Ghana",False,Twitter for iPhone,22,1942,1546403321031843840,2,Positive
5408,D_PRIST_,2022-07-11 07:57:36+00:00,"My Favorites from  LOVEDAMINI are

1.  Outro, Glory, cloak and dagger, common person, how bad could it… ",Outside,False,Twitter Web App,21,1,1546403318871851017,2,Positive
5409,FabianObiako,2022-07-11 07:57:35+00:00,"Burna will still tell us the components of this album aswear
This album is no longer made by burna(boy) na burna bo… ","Onitsha, Nigeria",False,Twitter for iPhone,138,1,1546403312039333889,1,Neutral
5410,GracedSheis,2022-07-11 07:57:34+00:00," Burna Boy and Good Meaningful Lyrics are 5&amp;6!

LOVEDAMINI ",,False,Twitter for iPhone,182,54,1546403308520325121,2,Positive
5411,SHORELORDz,2022-07-11 07:57:29+00:00,_ICON07   Bro! That was all fact you spitted. You're a very strong music listener. Th… ,Nigeria,False,Twitter for Android,1051,0,1546403289285251073,2,Positive
5412,Wheezo2,2022-07-11 07:57:24+00:00,"  Worldwide Apple Music album chart 

5 - LOVEDAMINI  (+1) new peak 

Burnaboy ",,False,Twitter for Android,124,102,1546403266501771269,2,Positive
5413,Humbhle_ak,2022-07-11 07:57:17+00:00," Ijo laba laba by  this my cover Kindly help me retweet 
    …","Calabar, Nigeria",False,Twitter for iPhone,5245,6,1546403236525080576,1,Neutral
5414,BlessingOgie5,2022-07-11 07:57:07+00:00," Well, LOVEDAMINI    ",,False,Twitter for Android,126,1942,1546403194972119040,2,Positive
5415,3mm4nu3l8,2022-07-11 07:57:01+00:00, Common Person by  for me is best jam. I’m so In love with that track  LOVEDAMINI jerryspenca ,,False,Twitter for Android,70,9,1546403172297629697,2,Positive
5416,KeaBonicMokone,2022-07-11 07:57:01+00:00,"For dis life I dey, I want to be celebrated, don’t wanna waste my days I want to spend them on enjoyment… ",Africa,False,Twitter for iPhone,218,0,1546403170779336704,2,Positive
5417,Hernan_Jnr,2022-07-11 07:56:57+00:00,"__leyin Burna Boy - Common Person off LOVEDAMINI 

my favorite track on the album FOR NOW. ",+233 🇬🇭,False,Twitter for iPhone,9243,52,1546403153259761664,2,Positive
5418,23WURLD,2022-07-11 07:56:56+00:00," Well, LOVEDAMINI    ",SpaceShip 🚀,False,Twitter for iPhone,14,1942,1546403151816916992,2,Positive
5419,hspecial7,2022-07-11 07:56:48+00:00,"Burna boy album is such a good one 

LOVEDAMINI",,False,Twitter for Android,69,1,1546403116546985987,2,Positive
5420,Bossman_008,2022-07-11 07:56:45+00:00,"  South Africa official streaming chart 

2 - Last Last (new peak) 

LoveDamini BurnaBoy ",,False,Twitter for iPhone,932,13,1546403106157633538,1,Neutral
5421,dayodwl,2022-07-11 07:56:42+00:00," Well, LOVEDAMINI    ",Ikorodu,False,Twitter for Android,1803,1942,1546403093541167105,2,Positive
5422,Hernan_Jnr,2022-07-11 07:56:39+00:00," new  “ Solid “ produced by me 
 LOVEDAMINI ",+233 🇬🇭,False,Twitter for iPhone,9243,2160,1546403080131993600,2,Positive
5423,LollyFolly1,2022-07-11 07:56:38+00:00,@_caterina_rose Made this quick translation in case any outsiders are curious what J Balvin is talking about in Rollercoaster LOVEDAMI…,Outside,False,Twitter for Android,1365,227,1546403074247475200,2,Positive
5424,Wheezo2,2022-07-11 07:56:37+00:00," “Last Last” video has surpassed 23 million views on YouTube 

BurnaBoy LoveDamini ",,False,Twitter for Android,124,40,1546403069411426304,2,Positive
5425,Charles_nuel1,2022-07-11 07:56:36+00:00,"_hq Thread  

commonperson by  inspiring Testimonies. lovedamini. By Heromac Ekanem
***

I still remember that da…",Outside,False,Twitter for iPhone,5165,127,1546403067121262594,1,Neutral
5426,BlaqKinq,2022-07-11 07:56:29+00:00," Ladybird Black Mombazo! 
Only Burna can start an album like this. Huge moment. LoveDamini ","Federal Capital Territory, Nig",False,Twitter for Android,48,106,1546403038004273152,2,Positive
5427,Frisky_NG,2022-07-11 07:56:27+00:00,"Bump this LOVEDAMINI Album DJ Mix in your car &amp; thank me later! 

Download Here 

 ","Abuja,Nigeria | Manchester, UK",False,Twitter for iPhone,8865,0,1546403029888503808,2,Positive
5428,Wheezo2,2022-07-11 07:56:25+00:00," Well, LOVEDAMINI    ",,False,Twitter for Android,124,1942,1546403018807050245,2,Positive
5429,unrulysoljah,2022-07-11 07:56:21+00:00," Congrats  on another huge one. Last Last it's PH City to the  
LOVEDAMINI","Kasoa, Ghana",False,Twitter for iPhone,706,2069,1546403003674120193,2,Positive
5430,Heylade,2022-07-11 07:56:18+00:00," Well, LOVEDAMINI    ",Nigeria,False,Twitter Web App,1189,1942,1546402991971893250,2,Positive
5431,ade_moore10,2022-07-11 07:56:15+00:00,"_21  My top 5 

1. Common person

2. Wild dreams

3. It's plenty

4. For my hand

5. Last last

LOVEDAMINI","London, England",False,Twitter for iPhone,376,1,1546402978105626625,2,Positive
5432,Wheezo2,2022-07-11 07:56:10+00:00," “It’s plenty” off LoveDamini album is now the number 1 song in Nigeria  

- it becomes the 4th number 1 song from th…",,False,Twitter for Android,124,43,1546402958388125696,2,Positive
5433,maddtunez,2022-07-11 07:56:09+00:00,"Trending now LOVEDAMINI and Burna Help trend this as well  

Kelly
Giveon
Nicki
Ti… ","Lagos, Nigeria",False,Twitter Media Studio,705,0,1546402951522025474,2,Positive
5434,ike_na2,2022-07-11 07:56:04+00:00," Well, LOVEDAMINI    ",,False,Twitter for iPhone,49,1942,1546402931154493442,2,Positive
5435,legendtheekiing,2022-07-11 07:55:41+00:00,"__leyin Burna Boy - Common Person off LOVEDAMINI 

my favorite track on the album FOR NOW. ",,False,Twitter for iPhone,268,52,1546402837344698369,2,Positive
5436,ThatMadProphet,2022-07-11 07:55:36+00:00,"  South Africa official streaming chart 

2 - Last Last (new peak) 

LoveDamini BurnaBoy ",Asylum,False,Twitter for iPhone,439,13,1546402815907618816,1,Neutral
5437,dayo815,2022-07-11 07:55:33+00:00, -  simultaneously occupies the entire top 19 on the Nigerian Spotify chart with every song from LOVEDAMINI . He'…,"Innsbruck, Austria",False,Twitter for iPhone,4672,595,1546402803115036673,1,Neutral
5438,jaffarr350,2022-07-11 07:55:33+00:00,"  Global Apple Music Top 100
“Last Last” 16 (+2) *new peak 
“For My Hand” 68 (+2) *new peak 
LOVEDAMINI ",,False,Twitter for Android,9,24,1546402800250372098,2,Positive
5439,user_not_f,2022-07-11 07:55:32+00:00,"High, writing codes and listening to LOVEDAMINI . Gm",Remote,False,Twitter for iPhone,50,0,1546402797796704256,2,Positive
5440,Abiolality,2022-07-11 07:55:31+00:00,"Since the album came out, I can't go straight to Science without playing Glory multiple times.

LOVEDAMINI ","Lagos, Nigeria",False,Twitter for Android,1719,0,1546402795611471872,2,Positive
5441,Burnaboystats1,2022-07-11 07:55:29+00:00," South Africa official streaming chart 

2 - Last Last (new peak) 

LoveDamini BurnaBoy ",,False,Twitter for iPhone,1360,13,1546402783603163137,1,Neutral
5442,YOUNGT51094268,2022-07-11 07:55:26+00:00," Sri Lanka  Apple Music Top Albums

12. Burna Boy — LoveDamini [New Peak] 

- It is BurnaBoy 4th Album on this char…",Outside,False,Twitter for Android,891,12,1546402774816006144,1,Neutral
5443,sconily,2022-07-11 07:55:26+00:00,"__leyin Burna Boy - Common Person off LOVEDAMINI 

my favorite track on the album FOR NOW. ",outsider,False,Twitter for Android,707,52,1546402771468967941,2,Positive
5444,ElBreeze_Ooosha,2022-07-11 07:55:24+00:00,"_hq Thread  

commonperson by  inspiring Testimonies. lovedamini. By Heromac Ekanem
***

I still remember that da…","Lagos, Nigeria",False,Twitter for iPhone,1134,127,1546402764246351872,1,Neutral
5445,Peter_David2,2022-07-11 07:55:21+00:00," “It’s plenty” off LoveDamini album is now the number 1 song in Nigeria  

- it becomes the 4th number 1 song from th…","Lekki, Nigeria",False,Twitter for iPhone,314,43,1546402750409359360,2,Positive
5446,Peter_David2,2022-07-11 07:55:13+00:00," “It’s Plenty” now No.1 on Apple Music NG 

A typical Nigerian jam  LOVEDAMINI ","Lekki, Nigeria",False,Twitter for iPhone,314,13,1546402719715495936,2,Positive
5447,Doyinisback,2022-07-11 07:55:10+00:00," “It’s plenty” off LoveDamini album is now the number 1 song in Nigeria  

- it becomes the 4th number 1 song from th…",,False,Twitter for iPhone,250,43,1546402706775953408,2,Positive
5448,nsi_peace,2022-07-11 07:55:04+00:00,"It's Monday morning 
LOVEDAMINI ",,False,Twitter for Android,34,1,1546402682298142721,2,Positive
5449,deoluochez,2022-07-11 07:55:02+00:00,"I woke up feeling like....
LOVEDAMINI ",,False,Twitter for Android,1067,0,1546402670554095616,2,Positive
5450,_DauntlessDoft,2022-07-11 07:54:56+00:00," CLOAK &amp; DAGGER MY FAVE !!!!!!!! 
LOVEDAMINI ",the 900211,False,Twitter for Android,507,172,1546402648160706563,2,Positive
5451,MeekOG5,2022-07-11 07:54:53+00:00," Well, LOVEDAMINI    ","Uganda,Nigeria",False,Twitter for Android,556,1942,1546402636185870337,2,Positive
5452,Kesitadavid,2022-07-11 07:54:49+00:00,"_hq Thread  

commonperson by  inspiring Testimonies. lovedamini. By Heromac Ekanem
***

I still remember that da…",,False,Twitter for Android,194,127,1546402618951585798,1,Neutral
5453,Tintedeyekay,2022-07-11 07:54:44+00:00,"_F E say skips many 
Una go fall in line, don't worry meanwhile stream the best album at the moment LOVEDAMINI",,False,Twitter for Android,2427,0,1546402597673762816,2,Positive
5454,Jemimah_Ndaliko,2022-07-11 07:54:42+00:00," Well, LOVEDAMINI    ",République Démocratique Du Con,False,Twitter for iPhone,37,1942,1546402588878405632,2,Positive
5455,dwealthPR,2022-07-11 07:54:33+00:00," *LOVEDAMINI *

Hey gee,

As LOVEDAMINI don show like this,
If we were to interview Burna Boy about this album, how will y…","Lagos, Nigeria",False,Twitter for Android,172,58,1546402550689460225,1,Neutral
5456,fluxx____,2022-07-11 07:54:17+00:00,"__leyin Burna Boy - Common Person off LOVEDAMINI 

my favorite track on the album FOR NOW. ",OUTSIDE,False,Twitter for iPhone,1262,52,1546402483806814210,2,Positive
5457,teepeetaurus,2022-07-11 07:54:16+00:00," Congrats  on another huge one. Last Last it's PH City to the  
LOVEDAMINI",,False,Twitter for Android,22,2069,1546402478480039936,2,Positive
5458,Cokeoflagos,2022-07-11 07:53:52+00:00,_iroayo As I dey church today pastor dey preach the thing wey dey ring for my head na Body ooh Body oh Che Che Burnaboy mapami…,"London, England",False,Twitter for iPhone,10862,59,1546402379368697856,1,Neutral
5459,mhdsheriff,2022-07-11 07:53:49+00:00,"_wisdom2 This time it's bunch of Obalende, Bunch of Obalende... All over my head, all over my brain ..
",outside ,False,Twitter for Android,1110,1,1546402366542446593,1,Neutral
5460,nanakoj52519613,2022-07-11 07:53:46+00:00," Congrats  on another huge one. Last Last it's PH City to the  
LOVEDAMINI",,False,Twitter for iPhone,59,2069,1546402353305341952,2,Positive
5461,KEEPGOI91838821,2022-07-11 07:53:41+00:00,"  “It’s Plenty “ LOVEDAMINI   An anthem for us all ,  your Song nah weapon ",,False,Twitter for iPhone,13,0,1546402334443507712,2,Positive
5462,Chablo8,2022-07-11 07:53:41+00:00, What the woman on Burnaboy Whiskey song was talking about!!! LOVEDAMINI ,In my zone💭,False,Twitter for iPhone,1225,34,1546402332556283904,2,Positive
5463,fluxx____,2022-07-11 07:53:31+00:00," “It’s plenty” off LoveDamini album is now the number 1 song in Nigeria  

- it becomes the 4th number 1 song from th…",OUTSIDE,False,Twitter for iPhone,1262,43,1546402290919264257,2,Positive
5464,Ilori33492994,2022-07-11 07:53:19+00:00," Her smile can heal the world.
Everyone loves Burna!

LOVEDAMINI ",Nigeria,False,Twitter for Android,756,24,1546402241728466945,2,Positive
5465,fluxx____,2022-07-11 07:53:19+00:00," Did you know?

BurnaBoy Is the FIRST and ONLY artist from Nigeria to have three (3) Albums reach 1 on UK’s  Apple M…",OUTSIDE,False,Twitter for iPhone,1262,48,1546402239870386177,2,Positive
5466,yvng_peter,2022-07-11 07:53:16+00:00," Well, LOVEDAMINI    ",,False,Twitter for iPhone,15,1942,1546402227601956865,2,Positive
5467,L0VEDAMINI,2022-07-11 07:53:10+00:00, Outsiders what are your top 5 songs on LOVEDAMINI,"Lagos, Nigeria",False,Twitter for Android,116,40,1546402201228263424,1,Neutral
5468,Cokeoflagos,2022-07-11 07:53:04+00:00, What the woman on Burnaboy Whiskey song was talking about!!! LOVEDAMINI ,"London, England",False,Twitter for iPhone,10862,34,1546402178083987456,2,Positive
5469,fluxx____,2022-07-11 07:53:03+00:00," LoveDamini  is concurrently charting at 1 in 47 countries on Apple Music.

• BurnaBoy  becomes the first and Only ac…",OUTSIDE,False,Twitter for iPhone,1262,36,1546402172300140547,2,Positive
5470,Spotless360_,2022-07-11 07:52:58+00:00,Jagele have to be the only song I'm not really feeling on the LOVEDAMINI album and that's totally fine. 18/19 songs is still excellent.,6 side,False,Twitter for Android,480,0,1546402153199181824,2,Positive
5471,YOUNGT51094268,2022-07-11 07:52:55+00:00,"__leyin Burna Boy - Common Person off LOVEDAMINI 

my favorite track on the album FOR NOW. ",Outside,False,Twitter for Android,891,52,1546402138053541889,2,Positive
5472,ya_favourite,2022-07-11 07:52:50+00:00,"_ “Cloak &amp; Dagger” is a banger!!! Burna Boy &amp; J Hus are such a formidable duo  LOVEDAMINI 

At this point we should be gettin…",realtime,False,Twitter for iPhone,5193,643,1546402116650033152,2,Positive
5473,mhdsheriff,2022-07-11 07:52:48+00:00," burnaboy’s  LOVEDAMINI has now produced 4 number 1 songs on Nigeria Apple Music chart.

The songs include 

Kilometr…",outside ,False,Twitter for Android,1110,31,1546402111088431104,2,Positive
5474,only1nessah,2022-07-11 07:52:28+00:00," Well, LOVEDAMINI    ",my mind,False,Twitter for iPhone,1093,1942,1546402027592421376,2,Positive
5475,Goatfir,2022-07-11 07:52:03+00:00, Everyone is talking about the transitions and productions on LOVEDAMINI but how come no one is talking about Burna's vocal…,Nigeria,False,Twitter for iPhone,271,15,1546401920130088961,1,Neutral
5476,BLCK21437020,2022-07-11 07:51:58+00:00," LoveDamini  is concurrently charting at 1 in 47 countries on Apple Music.

• BurnaBoy  becomes the first and Only ac…",,False,Twitter for Android,1296,36,1546401902618939392,2,Positive
5477,ThatMadProphet,2022-07-11 07:51:47+00:00," Her smile can heal the world.
Everyone loves Burna!

LOVEDAMINI ",Asylum,False,Twitter for iPhone,439,24,1546401853813964800,2,Positive
5478,thatphoneboy,2022-07-11 07:51:46+00:00, This was beautiful  LOVEDAMINI ,"Yenagoa, Nigeria",False,Twitter for Android,15638,130,1546401850299146240,2,Positive
5479,Yarogola03,2022-07-11 07:51:45+00:00," Well, LOVEDAMINI    ",Outside,False,Twitter for iPhone,53,1942,1546401844720816129,2,Positive
5480,_chrishemsley_,2022-07-11 07:51:32+00:00," Well, LOVEDAMINI    ","Norwich, England",False,Twitter for iPhone,554,1942,1546401789515276288,2,Positive
5481,iamsutton_alves,2022-07-11 07:51:30+00:00, .’s LOVEDAMINI is currently 1 in 43 countries and charts in over 130 countries overall.  ,"Lagos, Nigeria",False,Twitter for iPhone,670,861,1546401785140723713,2,Positive
5482,decastro_bb,2022-07-11 07:51:26+00:00," Lmao, Odogwu never start LoveDamini tour some people don dey cry 

The success of this album is tied with Live performance,…",OUTSIDE,False,Twitter for Android,608,63,1546401764403986432,1,Neutral
5483,riki_h2,2022-07-11 07:51:26+00:00," I follow back too
Obidatti2023 represents what Nigerians need from government.

Lagos | Reno | LOVEDAMINI | Purpo…",Between heaven n hell ,False,Twitter for iPhone,69,245,1546401764282335233,2,Positive
5484,BrunhildeOwagbo,2022-07-11 07:51:21+00:00," Sri Lanka  Apple Music Top Albums

12. Burna Boy — LoveDamini [New Peak] 

- It is BurnaBoy 4th Album on this char…",England ,False,Twitter for iPhone,2187,12,1546401747140222977,1,Neutral
5485,depz_coba,2022-07-11 07:51:13+00:00, My favorite song on burna boy album   Is different size with Victony LOVEDAMINI,O U T S I D E ,False,Twitter for iPhone,1762,7,1546401711790645248,2,Positive
5486,Entapo_,2022-07-11 07:51:10+00:00,"__leyin Burna Boy - Common Person off LOVEDAMINI 

my favorite track on the album FOR NOW. ",Outside,False,Twitter for Android,1995,52,1546401698456997889,2,Positive
5487,Emergency911419,2022-07-11 07:51:08+00:00," LoveDamini on Spotify. 

Day 1 streams  8,332,412
Day 2 streams  5,472,942
.
.

Total streams = 64,934,468

",Thicki tree🚫,False,Twitter for iPhone,428,93,1546401690630426624,2,Positive
5488,iCixco,2022-07-11 07:51:02+00:00,_iroayo As I dey church today pastor dey preach the thing wey dey ring for my head na Body ooh Body oh Che Che Burnaboy mapami…,,False,Twitter for Android,6339,59,1546401667314229248,1,Neutral
5489,Chris66230,2022-07-11 07:51:02+00:00," “It’s plenty” off LoveDamini album is now the number 1 song in Nigeria  

- it becomes the 4th number 1 song from th…",,False,Twitter for Android,28,43,1546401664390807553,2,Positive
5490,HillaryJunior14,2022-07-11 07:50:57+00:00,The present may be hard but you can't predict the future  LOVEDAMINI,"Lekki, Nigeria",False,Twitter for Android,301,0,1546401645373919232,2,Positive
5491,Emmydahgold,2022-07-11 07:50:48+00:00," Well, LOVEDAMINI    ",,False,Twitter for Android,2409,1942,1546401608493408256,2,Positive
5492,Hernan_Jnr,2022-07-11 07:50:48+00:00," Well, LOVEDAMINI    ",+233 🇬🇭,False,Twitter for iPhone,9243,1942,1546401606765273090,2,Positive
5493,ZimThamizh,2022-07-11 07:50:46+00:00,"Ladysmith Black Mambazo on LOVEDAMINI reminded me that they did a re-recording(?) of my mom's favourite Tuku song 
",,False,Twitter Web App,458,0,1546401596451753984,2,Positive
5494,ramsey_smith2,2022-07-11 07:50:45+00:00,_iroayo As I dey church today pastor dey preach the thing wey dey ring for my head na Body ooh Body oh Che Che Burnaboy mapami…,"Federal Capital Territory, Nig",False,Twitter for Android,3930,59,1546401594991955968,1,Neutral
5495,JAJAMANDE1ST,2022-07-11 07:50:45+00:00," Toni Ann Singh, Whiskey and Cloak &amp; Dagger on repeat for the foreseeable  LOVEDAMINI",,False,Twitter for Android,1,61,1546401592315871232,2,Positive
5496,sir_abdull_,2022-07-11 07:50:44+00:00,"Someone said any guy that’s don’t like listening to burna boy’s songs is a gay!!!
Burna  LOVEDAMINI LastLast","Abuja, Nigeria",False,Twitter for iPhone,4631,0,1546401591858708485,1,Neutral
5497,Sisso_quam,2022-07-11 07:50:40+00:00," Well, LOVEDAMINI    ",,False,Twitter for iPhone,1382,1942,1546401573500223488,2,Positive
5498,Kenneth76253427,2022-07-11 07:50:30+00:00, Folding laundry and dancing to jagele!  that's why it takes me forever. I have dance breaks LOVEDAMINI,,False,Twitter for iPhone,75,14,1546401532714811394,2,Positive
5499,Tharyeebah,2022-07-11 07:50:30+00:00,I should listen to LOVEDAMINI today.,"Lagos, Nigeria",False,Twitter for iPhone,6809,0,1546401530307399681,2,Positive
5500,StepAdex_W,2022-07-11 07:50:23+00:00," Congrats  on another huge one. Last Last it's PH City to the  
LOVEDAMINI","Lagos, Nigeria",False,Twitter for Android,317,2069,1546401503870521344,2,Positive
5501,boonthevibe,2022-07-11 07:50:23+00:00," Well, LOVEDAMINI    ","Lagos, Nigeria",False,Twitter for iPhone,2567,1942,1546401500917899266,2,Positive
5502,beyondlucky01,2022-07-11 07:50:21+00:00," Good morning fellas, starting my day with wild dreams wilddream LOVEDAMINI ",,False,Twitter for Android,897,10,1546401495670816768,2,Positive
5503,Byrondero,2022-07-11 07:49:47+00:00," I follow back too
Obidatti2023 represents what Nigerians need from government.

Lagos | Reno | LOVEDAMINI | Purpo…",jos,False,Twitter for Android,103,245,1546401352653447168,2,Positive
5504,J_Chiemeke,2022-07-11 07:49:47+00:00,"Even the biggest cynics can't deny the quality of the music in LOVEDAMINI 

Best they can say is that it falls a l… ","Lagos, Nigeria",False,Twitter Web App,3166,0,1546401349872517120,1,Neutral
5505,mutho_ni,2022-07-11 07:49:44+00:00,Wild dreamslovedamini,"Nakuru, Kenya",False,Twitter for Android,56,0,1546401337130340352,1,Neutral
5506,daphemzy1,2022-07-11 07:49:43+00:00," Well, LOVEDAMINI    ",Nigeria,False,Twitter for Android,279,1942,1546401334806691841,2,Positive
5507,BLCK21437020,2022-07-11 07:49:41+00:00," Her smile can heal the world.
Everyone loves Burna!

LOVEDAMINI ",,False,Twitter for Android,1299,24,1546401323956019200,2,Positive
5508,toblyz,2022-07-11 07:49:38+00:00," Burna Boy’s “Last Last” has surpassed 30m on Spotify in less than two months.
LOVEDAMINI 

*I called this last month",OUTSIDE,False,Twitter for Android,1213,105,1546401313809899520,2,Positive
5509,Louis84712277,2022-07-11 07:49:29+00:00,"To make love the driving force,
To make myself stronger and prettier,
Getting better in every way,
That person will… ",,False,Twitter Web App,122,0,1546401274764988416,2,Positive
5510,ACHADUEXE___,2022-07-11 07:49:23+00:00," Well, LOVEDAMINI    ",,False,Twitter for Android,25,1942,1546401251780427776,2,Positive
5511,JAMZCODED,2022-07-11 07:49:22+00:00," *LOVEDAMINI *

Hey gee,

As LOVEDAMINI don show like this,
If we were to interview Burna Boy about this album, how will y…",,False,Twitter for iPhone,100,58,1546401246558445569,1,Neutral
5512,Ellyno19,2022-07-11 07:49:15+00:00," Well, LOVEDAMINI    ",,False,Twitter for Android,73,1942,1546401216820703232,2,Positive
5513,Doyinisback,2022-07-11 07:49:10+00:00," burnaboy’s  LOVEDAMINI has now produced 4 number 1 songs on Nigeria Apple Music chart.

The songs include 

Kilometr…",,False,Twitter for iPhone,250,31,1546401196738502656,2,Positive
5514,L0VEDAMINI,2022-07-11 07:49:03+00:00," Well, LOVEDAMINI    ","Lagos, Nigeria",False,Twitter for Android,116,1942,1546401164660547592,2,Positive
5515,thatphoneboy,2022-07-11 07:48:56+00:00," Haven't put makeup on since MSG. Now I'm moving cloak and dagger 
 LOVEDAMINI ","Yenagoa, Nigeria",False,Twitter for Android,15638,115,1546401135086510083,1,Neutral
5516,_blow_some_,2022-07-11 07:48:55+00:00," LoveDamini on Apple Music 

Number 1 in 47 countries simultaneously ",,False,Twitter for Android,81,56,1546401131517059073,2,Positive
5517,decastro_bb,2022-07-11 07:48:50+00:00,@_caterina_rose The transition from Tony Ann Singh to Solid shocks me every time. Why is it so satisfying and perfect.  LOVEDAMINI,OUTSIDE,False,Twitter for Android,608,37,1546401114031104001,2,Positive
5518,GiwaMykel,2022-07-11 07:48:46+00:00," Congrats  on another huge one. Last Last it's PH City to the  
LOVEDAMINI","Ogun, Nigeria",False,Twitter for Android,113,2069,1546401095676723200,2,Positive
5519,_blow_some_,2022-07-11 07:48:45+00:00, -  simultaneously occupies the entire top 19 on the Nigerian Spotify chart with every song from LOVEDAMINI . He'…,,False,Twitter for Android,81,595,1546401090689695744,1,Neutral
5520,Icingbegg,2022-07-11 07:48:42+00:00,"Nah, Common Person is a vibe i swrrrr! LOVEDAMINI ","Manchester, CT",False,Twitter for Android,197,0,1546401079163867138,2,Positive
